TransactionID,CustomerID,TransactionDate,TransactionAmount,TransactionType,Currency,CounterpartyID,CounterpartyCountry,TransactionChannel,TransactionPurpose,FlagStatus
TRANS018506,CUST00565,2024-07-03,8212.93,Debit,GBP,COUNTER6126,Guinea,ATM,Business,No
TRANS018507,CUST00743,2024-11-04,17663.49,Debit,USD,COUNTER4130,Venezuela,Online,Business,Yes
TRANS018508,CUST00496,2024-09-09,14555.99,Credit,JPY,COUNTER7782,Moldova,Online,Business,Yes
TRANS018509,CUST00154,2024-02-15,60703.98,Credit,GBP,COUNTER6616,Wallis and Futuna,Branch,Personal,Yes
TRANS018510,CUST00260,2024-04-08,99184.8,Credit,GBP,COUNTER9128,Sweden,Online,Business,Yes
TRANS018511,CUST00653,2024-07-19,48501.48,Credit,GBP,COUNTER6266,Sudan,Branch,Business,Yes
TRANS018512,CUST00979,2024-02-18,27926.28,Transfer,USD,COUNTER2306,Ethiopia,Online,Personal,Yes
TRANS018513,CUST00804,2024-01-13,65450.33,Debit,JPY,COUNTER4368,Bahamas,Branch,Personal,Yes
TRANS018514,CUST00289,2024-11-12,34016.72,Transfer,JPY,COUNTER7308,Niger,ATM,Business,Yes
TRANS018515,CUST00400,2024-07-11,12970.73,Debit,JPY,COUNTER9599,Puerto Rico,Online,Business,Yes
TRANS018516,CUST00643,2024-03-12,95294.38,Transfer,GBP,COUNTER9275,Uzbekistan,Online,Business,Yes
TRANS018517,CUST00503,2024-06-16,73495.62,Transfer,GBP,COUNTER7063,Holy See (Vatican City State),ATM,Investment,Yes
TRANS018518,CUST00601,2024-03-14,33696.0,Transfer,GBP,COUNTER5136,Uzbekistan,Branch,Investment,Yes
TRANS018519,CUST00280,2024-04-18,43753.11,Debit,EUR,COUNTER4709,Malaysia,ATM,Investment,Yes
TRANS018520,CUST00764,2024-04-12,37081.85,Debit,JPY,COUNTER8083,Palau,Online,Personal,Yes
TRANS018521,CUST00055,2024-11-12,79484.36,Debit,EUR,COUNTER8297,Portugal,ATM,Personal,Yes
TRANS018522,CUST00894,2024-06-27,8260.78,Credit,JPY,COUNTER3501,Ukraine,Online,Investment,No
TRANS018523,CUST00606,2024-08-02,96375.78,Transfer,JPY,COUNTER6795,Congo,ATM,Investment,Yes
TRANS018524,CUST00036,2024-04-18,19936.11,Credit,EUR,COUNTER6363,Tokelau,ATM,Personal,Yes
TRANS018525,CUST00900,2024-03-13,7337.32,Credit,USD,COUNTER7468,Isle of Man,Online,Business,No
TRANS018526,CUST00759,2024-06-20,51312.04,Transfer,JPY,COUNTER2879,Grenada,Online,Investment,Yes
TRANS018527,CUST00132,2024-02-23,78571.08,Transfer,EUR,COUNTER1070,Lao People's Democratic Republic,ATM,Personal,Yes
TRANS018528,CUST00217,2024-03-11,89987.5,Credit,GBP,COUNTER2616,Saint Helena,Branch,Personal,Yes
TRANS018529,CUST00400,2024-10-16,81226.0,Transfer,EUR,COUNTER2072,Portugal,Branch,Personal,Yes
TRANS018530,CUST00849,2024-06-18,49360.14,Transfer,EUR,COUNTER7546,Lesotho,Branch,Investment,Yes
TRANS018531,CUST00471,2024-06-26,20030.76,Transfer,USD,COUNTER1810,Ghana,Branch,Personal,Yes
TRANS018532,CUST00891,2024-09-12,43962.73,Transfer,GBP,COUNTER4776,Gibraltar,Online,Investment,Yes
TRANS018533,CUST00840,2024-08-25,47706.98,Transfer,GBP,COUNTER5871,British Indian Ocean Territory (Chagos Archipelago),Online,Investment,Yes
TRANS018534,CUST00809,2024-04-16,43176.36,Debit,GBP,COUNTER4208,Tajikistan,Online,Investment,Yes
TRANS018535,CUST00891,2024-03-02,56588.57,Debit,EUR,COUNTER8473,Uzbekistan,ATM,Personal,Yes
TRANS018536,CUST00631,2024-04-28,36067.01,Credit,GBP,COUNTER3192,China,ATM,Personal,Yes
TRANS018537,CUST00485,2024-01-15,24822.19,Transfer,GBP,COUNTER1372,United States Virgin Islands,Online,Personal,Yes
TRANS018538,CUST00373,2024-05-13,89612.96,Transfer,USD,COUNTER4088,Guinea,Branch,Investment,Yes
TRANS018539,CUST00256,2024-12-05,9402.29,Debit,USD,COUNTER6502,Western Sahara,Online,Investment,No
TRANS018540,CUST00266,2024-09-03,91274.32,Debit,JPY,COUNTER5393,Ecuador,Branch,Business,Yes
TRANS018541,CUST00954,2024-02-21,29399.72,Debit,JPY,COUNTER1567,Tuvalu,Online,Personal,Yes
TRANS018542,CUST00285,2024-06-20,39566.81,Transfer,JPY,COUNTER5080,Ghana,Online,Investment,Yes
TRANS018543,CUST00411,2024-09-23,89113.31,Credit,GBP,COUNTER6756,American Samoa,Online,Business,Yes
TRANS018544,CUST00908,2024-01-26,81941.3,Debit,USD,COUNTER3082,Colombia,Online,Personal,Yes
TRANS018545,CUST00621,2024-06-01,25021.12,Transfer,GBP,COUNTER1596,Serbia,ATM,Investment,Yes
TRANS018546,CUST00265,2024-08-30,72333.25,Credit,USD,COUNTER5324,Egypt,Branch,Personal,Yes
TRANS018547,CUST00399,2024-01-12,25587.56,Credit,GBP,COUNTER4686,Chile,Branch,Business,Yes
TRANS018548,CUST00576,2024-01-09,59581.5,Debit,JPY,COUNTER1600,Canada,Online,Business,Yes
TRANS018549,CUST00525,2024-01-30,70380.42,Debit,EUR,COUNTER1838,Finland,Branch,Business,Yes
TRANS018550,CUST00938,2024-07-31,25610.62,Transfer,JPY,COUNTER3894,Turkmenistan,Online,Investment,Yes
TRANS018551,CUST00963,2024-08-01,8731.17,Debit,EUR,COUNTER3899,Moldova,ATM,Investment,No
TRANS018552,CUST00023,2024-05-24,38740.66,Debit,EUR,COUNTER4652,Puerto Rico,Branch,Personal,Yes
TRANS018553,CUST00974,2024-06-17,30415.0,Transfer,EUR,COUNTER7213,Netherlands,Branch,Business,Yes
TRANS018554,CUST00703,2024-06-30,80005.3,Debit,JPY,COUNTER7320,Montserrat,Branch,Investment,Yes
TRANS018555,CUST00038,2024-08-06,6854.53,Debit,USD,COUNTER8387,Chile,Online,Business,No
TRANS018556,CUST00042,2024-10-11,16447.94,Transfer,JPY,COUNTER7634,Azerbaijan,Branch,Personal,Yes
TRANS018557,CUST00354,2024-04-29,61507.24,Credit,JPY,COUNTER3689,Benin,Branch,Business,Yes
TRANS018558,CUST00122,2024-04-08,78966.83,Transfer,JPY,COUNTER9731,Slovakia (Slovak Republic),Branch,Personal,Yes
TRANS018559,CUST00600,2024-09-22,39977.85,Transfer,EUR,COUNTER6688,Lebanon,Branch,Investment,Yes
TRANS018560,CUST00964,2024-07-04,91068.74,Credit,GBP,COUNTER4437,Belarus,Online,Business,Yes
TRANS018561,CUST00916,2024-04-23,283.99,Debit,USD,COUNTER6869,Andorra,Branch,Investment,No
TRANS018562,CUST00637,2024-02-25,49416.55,Debit,JPY,COUNTER1471,Sao Tome and Principe,Online,Investment,Yes
TRANS018563,CUST00555,2024-05-07,83594.91,Transfer,GBP,COUNTER8119,Gabon,ATM,Investment,Yes
TRANS018564,CUST00742,2024-06-09,79374.75,Debit,JPY,COUNTER2036,Libyan Arab Jamahiriya,Online,Personal,Yes
TRANS018565,CUST00746,2024-06-27,90163.39,Debit,USD,COUNTER7480,Antarctica (the territory South of 60 deg S),Branch,Investment,Yes
TRANS018566,CUST00709,2024-02-05,56139.5,Debit,GBP,COUNTER1743,Greece,Branch,Investment,Yes
TRANS018567,CUST00891,2024-08-20,4632.13,Credit,USD,COUNTER1374,Malaysia,Branch,Personal,No
TRANS018568,CUST00323,2024-07-06,12254.27,Transfer,EUR,COUNTER8433,Panama,ATM,Investment,Yes
TRANS018569,CUST00951,2024-06-22,32351.96,Credit,JPY,COUNTER4645,India,Branch,Investment,Yes
TRANS018570,CUST00833,2024-04-20,79100.09,Credit,JPY,COUNTER5328,Slovenia,ATM,Personal,Yes
TRANS018571,CUST00877,2024-01-09,53127.57,Credit,EUR,COUNTER5003,Palestinian Territory,ATM,Personal,Yes
TRANS018572,CUST00669,2024-08-20,82920.31,Credit,GBP,COUNTER2848,Samoa,ATM,Personal,Yes
TRANS018573,CUST00271,2024-07-31,56474.8,Debit,GBP,COUNTER6178,Netherlands,Branch,Investment,Yes
TRANS018574,CUST00970,2024-03-13,37667.02,Debit,EUR,COUNTER8791,Mauritania,Branch,Business,Yes
TRANS018575,CUST00724,2024-02-03,96.18,Credit,JPY,COUNTER6103,Slovenia,ATM,Investment,No
TRANS018576,CUST00788,2024-06-13,49250.28,Credit,GBP,COUNTER3621,Burkina Faso,Branch,Personal,Yes
TRANS018577,CUST00061,2024-05-28,1416.8,Debit,EUR,COUNTER8111,Grenada,Online,Investment,No
TRANS018578,CUST00766,2024-08-27,37320.14,Transfer,GBP,COUNTER2511,Niger,ATM,Business,Yes
TRANS018579,CUST00059,2024-11-12,98995.16,Debit,USD,COUNTER6679,Papua New Guinea,Online,Business,Yes
TRANS018580,CUST00696,2024-10-03,23034.64,Debit,EUR,COUNTER1941,Honduras,Online,Business,Yes
TRANS018581,CUST00218,2024-04-15,85544.18,Debit,EUR,COUNTER2080,China,ATM,Business,Yes
TRANS018582,CUST00295,2024-01-20,91230.58,Credit,GBP,COUNTER5904,Bangladesh,Branch,Personal,Yes
TRANS018583,CUST00273,2024-05-18,60773.95,Transfer,USD,COUNTER8548,Kenya,Online,Personal,Yes
TRANS018584,CUST00978,2024-01-05,95555.82,Credit,USD,COUNTER2748,Guernsey,Branch,Personal,Yes
TRANS018585,CUST00123,2024-04-17,66560.59,Transfer,USD,COUNTER7974,Western Sahara,Branch,Business,Yes
TRANS018586,CUST00055,2024-07-04,15386.04,Credit,JPY,COUNTER1436,Lebanon,ATM,Personal,Yes
TRANS018587,CUST00734,2024-09-12,87799.63,Debit,JPY,COUNTER7938,Hong Kong,Branch,Business,Yes
TRANS018588,CUST00777,2024-11-18,84371.46,Transfer,EUR,COUNTER9793,Suriname,ATM,Investment,Yes
TRANS018589,CUST00807,2024-10-26,95222.52,Debit,EUR,COUNTER9423,Cook Islands,Online,Business,Yes
TRANS018590,CUST00373,2024-04-09,37728.79,Transfer,USD,COUNTER4274,France,Online,Investment,Yes
TRANS018591,CUST00843,2024-11-03,34995.41,Debit,JPY,COUNTER7263,Guinea,Branch,Business,Yes
TRANS018592,CUST00838,2024-01-23,92409.35,Transfer,EUR,COUNTER3780,Solomon Islands,Online,Personal,Yes
TRANS018593,CUST00310,2024-11-09,22630.55,Credit,GBP,COUNTER2673,Bouvet Island (Bouvetoya),Online,Investment,Yes
TRANS018594,CUST00128,2024-03-16,79848.3,Debit,EUR,COUNTER5738,Guyana,Branch,Personal,Yes
TRANS018595,CUST00202,2024-01-22,2384.2,Debit,JPY,COUNTER3773,Saint Barthelemy,Online,Personal,No
TRANS018596,CUST00888,2024-02-22,54095.13,Credit,GBP,COUNTER5621,Fiji,Branch,Business,Yes
TRANS018597,CUST00929,2024-02-19,54581.38,Debit,JPY,COUNTER4484,Bahamas,Branch,Investment,Yes
TRANS018598,CUST00933,2024-10-12,31372.42,Debit,GBP,COUNTER7263,Austria,Branch,Business,Yes
TRANS018599,CUST00020,2024-10-25,20442.23,Transfer,USD,COUNTER1668,Armenia,Online,Investment,Yes
TRANS018600,CUST00928,2024-10-02,95635.55,Credit,USD,COUNTER5612,Romania,Branch,Business,Yes
TRANS018601,CUST00132,2024-05-19,39798.31,Debit,JPY,COUNTER3971,Azerbaijan,Online,Investment,Yes
TRANS018602,CUST00563,2024-02-04,74179.61,Credit,GBP,COUNTER4046,Andorra,ATM,Business,Yes
TRANS018603,CUST00408,2024-05-04,57687.18,Debit,USD,COUNTER8356,Liechtenstein,Branch,Investment,Yes
TRANS018604,CUST00659,2024-04-19,46662.72,Transfer,GBP,COUNTER3011,Greenland,Online,Personal,Yes
TRANS018605,CUST00185,2024-05-11,13461.22,Debit,EUR,COUNTER8234,Benin,Online,Personal,Yes
TRANS018606,CUST00621,2024-03-05,50570.44,Transfer,EUR,COUNTER9990,Mali,ATM,Investment,Yes
TRANS018607,CUST00403,2024-09-01,14056.65,Credit,GBP,COUNTER1236,Iran,Branch,Investment,Yes
TRANS018608,CUST00515,2024-07-14,29791.54,Credit,USD,COUNTER5782,Australia,ATM,Personal,Yes
TRANS018609,CUST00620,2024-05-23,25803.98,Credit,USD,COUNTER1351,Trinidad and Tobago,ATM,Personal,Yes
TRANS018610,CUST00933,2024-02-03,10084.18,Credit,GBP,COUNTER1453,Lesotho,Online,Investment,Yes
TRANS018611,CUST00991,2024-08-08,93665.47,Transfer,GBP,COUNTER2613,Suriname,Online,Personal,Yes
TRANS018612,CUST00789,2024-09-16,81077.28,Transfer,USD,COUNTER9302,Saint Lucia,ATM,Personal,Yes
TRANS018613,CUST00952,2024-04-10,10904.52,Debit,EUR,COUNTER6883,Korea,Online,Investment,Yes
TRANS018614,CUST00390,2024-06-22,30068.0,Transfer,USD,COUNTER5298,Hong Kong,ATM,Personal,Yes
TRANS018615,CUST00891,2024-08-25,3541.25,Credit,JPY,COUNTER5800,Fiji,ATM,Personal,No
TRANS018616,CUST00108,2024-07-28,34933.98,Transfer,EUR,COUNTER9748,Angola,Online,Personal,Yes
TRANS018617,CUST00473,2024-10-22,84110.46,Credit,JPY,COUNTER5289,Albania,Online,Personal,Yes
TRANS018618,CUST00801,2024-02-11,80126.15,Debit,EUR,COUNTER9058,Jamaica,ATM,Business,Yes
TRANS018619,CUST00579,2024-04-07,4711.96,Transfer,USD,COUNTER4452,Liberia,Online,Investment,No
TRANS018620,CUST00505,2024-08-14,77136.39,Debit,GBP,COUNTER7949,Bolivia,ATM,Investment,Yes
TRANS018621,CUST00655,2024-01-13,64917.48,Transfer,EUR,COUNTER1888,British Virgin Islands,ATM,Investment,Yes
TRANS018622,CUST00631,2024-11-09,25146.96,Transfer,GBP,COUNTER2746,Australia,Branch,Investment,Yes
TRANS018623,CUST00641,2024-01-13,28099.9,Debit,EUR,COUNTER8120,Niger,Online,Investment,Yes
TRANS018624,CUST00481,2024-04-30,53100.73,Credit,GBP,COUNTER5863,Tonga,Online,Personal,Yes
TRANS018625,CUST00491,2024-02-18,7768.13,Debit,EUR,COUNTER2515,Cape Verde,ATM,Investment,No
TRANS018626,CUST00692,2024-02-03,99619.2,Credit,JPY,COUNTER9352,Latvia,Online,Personal,Yes
TRANS018627,CUST00164,2024-11-16,71483.68,Debit,EUR,COUNTER7916,Gabon,Branch,Personal,Yes
TRANS018628,CUST00700,2024-07-08,69410.84,Debit,USD,COUNTER8545,Burundi,ATM,Investment,Yes
TRANS018629,CUST00423,2024-09-27,52009.08,Debit,USD,COUNTER4730,Micronesia,ATM,Investment,Yes
TRANS018630,CUST00910,2024-07-04,96628.81,Credit,EUR,COUNTER5832,Sri Lanka,Online,Personal,Yes
TRANS018631,CUST00071,2024-07-24,96199.85,Credit,JPY,COUNTER9009,Pakistan,Online,Investment,Yes
TRANS018632,CUST00766,2024-02-10,1561.41,Transfer,JPY,COUNTER1479,Bahrain,Branch,Personal,No
TRANS018633,CUST00245,2024-05-14,25128.58,Credit,USD,COUNTER6288,Peru,Branch,Investment,Yes
TRANS018634,CUST00447,2024-10-30,63665.17,Debit,JPY,COUNTER1714,Guyana,ATM,Investment,Yes
TRANS018635,CUST00698,2024-01-26,63266.41,Credit,EUR,COUNTER3404,Nepal,ATM,Business,Yes
TRANS018636,CUST00937,2024-10-02,7992.13,Debit,GBP,COUNTER8862,Libyan Arab Jamahiriya,Branch,Investment,No
TRANS018637,CUST00080,2024-12-07,82812.99,Credit,USD,COUNTER9202,Niue,Branch,Personal,Yes
TRANS018638,CUST00605,2024-03-31,35698.26,Transfer,EUR,COUNTER8807,Hong Kong,Branch,Investment,Yes
TRANS018639,CUST00439,2024-03-30,1018.48,Credit,JPY,COUNTER8966,Venezuela,ATM,Investment,No
TRANS018640,CUST00674,2024-08-02,90768.48,Debit,GBP,COUNTER1521,French Polynesia,Branch,Investment,Yes
TRANS018641,CUST00162,2024-11-29,71338.33,Credit,USD,COUNTER6296,Comoros,Online,Business,Yes
TRANS018642,CUST00923,2024-08-09,56319.79,Transfer,USD,COUNTER8668,Oman,Online,Investment,Yes
TRANS018643,CUST00848,2024-10-29,88138.04,Debit,GBP,COUNTER7808,Svalbard & Jan Mayen Islands,Online,Personal,Yes
TRANS018644,CUST00135,2024-07-21,65751.05,Transfer,GBP,COUNTER1011,Mauritania,Branch,Personal,Yes
TRANS018645,CUST00195,2024-11-30,51474.17,Credit,USD,COUNTER2356,Suriname,Branch,Personal,Yes
TRANS018646,CUST00175,2024-04-26,11316.98,Debit,EUR,COUNTER3707,Papua New Guinea,Online,Business,Yes
TRANS018647,CUST00946,2024-05-31,97938.35,Transfer,USD,COUNTER1259,Denmark,Branch,Business,Yes
TRANS018648,CUST00934,2024-03-11,13606.39,Credit,JPY,COUNTER1973,Luxembourg,Branch,Business,Yes
TRANS018649,CUST00191,2024-12-05,44901.6,Transfer,USD,COUNTER2401,Bahrain,Online,Personal,Yes
TRANS018650,CUST00732,2024-08-11,47469.65,Credit,EUR,COUNTER7885,French Southern Territories,Online,Business,Yes
TRANS018651,CUST00153,2024-10-16,78412.86,Debit,GBP,COUNTER2362,Burkina Faso,Online,Investment,Yes
TRANS018652,CUST00147,2024-01-31,12273.91,Credit,JPY,COUNTER7173,Eritrea,Online,Investment,Yes
TRANS018653,CUST00609,2024-11-20,16550.76,Credit,GBP,COUNTER8097,Micronesia,Online,Investment,Yes
TRANS018654,CUST00280,2024-07-04,75835.2,Transfer,USD,COUNTER4926,Denmark,Online,Investment,Yes
TRANS018655,CUST00485,2024-05-17,6243.66,Debit,EUR,COUNTER7223,Botswana,Online,Business,No
TRANS018656,CUST00225,2024-09-08,58503.55,Credit,USD,COUNTER1589,Armenia,Branch,Personal,Yes
TRANS018657,CUST00848,2024-07-14,61274.7,Transfer,EUR,COUNTER3187,Guernsey,Online,Personal,Yes
TRANS018658,CUST00270,2024-11-06,77631.26,Debit,GBP,COUNTER9371,Gibraltar,ATM,Investment,Yes
TRANS018659,CUST00654,2024-10-03,79099.03,Debit,EUR,COUNTER8417,Iceland,Online,Business,Yes
TRANS018660,CUST00778,2024-05-25,64854.65,Transfer,EUR,COUNTER1538,Libyan Arab Jamahiriya,ATM,Investment,Yes
TRANS018661,CUST00121,2024-05-21,12018.4,Debit,USD,COUNTER6698,Georgia,ATM,Business,Yes
TRANS018662,CUST00886,2024-03-15,38672.5,Transfer,JPY,COUNTER5169,Svalbard & Jan Mayen Islands,Online,Personal,Yes
TRANS018663,CUST00620,2024-11-09,16094.6,Transfer,EUR,COUNTER5265,Uruguay,Branch,Investment,Yes
TRANS018664,CUST00911,2024-01-29,66237.81,Transfer,GBP,COUNTER6558,Philippines,Branch,Business,Yes
TRANS018665,CUST00508,2024-05-12,70889.81,Credit,GBP,COUNTER7414,Algeria,Branch,Personal,Yes
TRANS018666,CUST00270,2024-09-05,31988.55,Debit,USD,COUNTER9886,Bermuda,Online,Business,Yes
TRANS018667,CUST00388,2024-11-02,37294.36,Credit,GBP,COUNTER2051,Congo,Branch,Business,Yes
TRANS018668,CUST00961,2024-03-29,77257.54,Credit,USD,COUNTER7890,Saint Martin,Branch,Investment,Yes
TRANS018669,CUST00835,2024-07-02,26109.12,Credit,EUR,COUNTER1544,Cape Verde,Branch,Personal,Yes
TRANS018670,CUST00555,2024-10-24,82549.82,Credit,GBP,COUNTER1263,Grenada,Online,Business,Yes
TRANS018671,CUST00002,2024-05-15,10873.52,Credit,JPY,COUNTER8939,Algeria,Branch,Investment,Yes
TRANS018672,CUST00510,2024-04-14,69386.35,Transfer,EUR,COUNTER8050,Saint Martin,Branch,Personal,Yes
TRANS018673,CUST00271,2024-10-18,19998.57,Transfer,JPY,COUNTER4497,Central African Republic,Online,Business,Yes
TRANS018674,CUST00553,2024-06-26,86150.87,Credit,EUR,COUNTER9185,Iceland,Online,Investment,Yes
TRANS018675,CUST00848,2024-03-08,63437.2,Credit,GBP,COUNTER8977,United States Minor Outlying Islands,Online,Investment,Yes
TRANS018676,CUST00050,2024-09-07,98449.31,Transfer,USD,COUNTER9669,Venezuela,Branch,Investment,Yes
TRANS018677,CUST00090,2024-08-28,63174.39,Transfer,EUR,COUNTER4871,United States Minor Outlying Islands,ATM,Investment,Yes
TRANS018678,CUST00474,2024-06-05,65505.79,Debit,EUR,COUNTER2595,Madagascar,Online,Investment,Yes
TRANS018679,CUST00073,2024-07-05,69065.23,Debit,JPY,COUNTER9663,United Arab Emirates,Online,Personal,Yes
TRANS018680,CUST00418,2024-01-12,34327.48,Debit,GBP,COUNTER6101,Syrian Arab Republic,ATM,Investment,Yes
TRANS018681,CUST00509,2024-01-26,32238.62,Credit,EUR,COUNTER5337,Lesotho,Online,Personal,Yes
TRANS018682,CUST00785,2024-06-04,45658.18,Transfer,USD,COUNTER7970,Turkey,Branch,Investment,Yes
TRANS018683,CUST00810,2024-04-29,39841.89,Transfer,JPY,COUNTER9391,India,ATM,Personal,Yes
TRANS018684,CUST00578,2024-04-15,69248.88,Debit,GBP,COUNTER3626,Jordan,Branch,Personal,Yes
TRANS018685,CUST00953,2024-05-31,17739.02,Credit,USD,COUNTER2417,Algeria,ATM,Personal,Yes
TRANS018686,CUST00364,2024-01-07,88723.53,Transfer,EUR,COUNTER9478,Fiji,Branch,Business,Yes
TRANS018687,CUST00792,2024-11-17,88686.64,Transfer,JPY,COUNTER1395,Armenia,Online,Investment,Yes
TRANS018688,CUST00216,2024-07-21,56182.43,Transfer,EUR,COUNTER4551,Zimbabwe,Online,Investment,Yes
TRANS018689,CUST00882,2024-09-06,35683.55,Debit,GBP,COUNTER5735,Congo,Online,Investment,Yes
TRANS018690,CUST00955,2024-11-14,1644.46,Transfer,JPY,COUNTER8042,Cayman Islands,ATM,Business,No
TRANS018691,CUST00293,2024-02-05,57974.23,Credit,GBP,COUNTER4415,Barbados,Online,Personal,Yes
TRANS018692,CUST00751,2024-06-04,25601.82,Debit,JPY,COUNTER3382,Philippines,ATM,Business,Yes
TRANS018693,CUST00443,2024-03-25,63200.64,Transfer,USD,COUNTER3237,Lesotho,ATM,Business,Yes
TRANS018694,CUST00358,2024-01-30,41147.76,Credit,USD,COUNTER1036,Netherlands Antilles,Online,Business,Yes
TRANS018695,CUST00521,2024-09-29,83283.84,Transfer,USD,COUNTER4917,Cambodia,ATM,Business,Yes
TRANS018696,CUST00540,2024-03-21,70138.64,Transfer,GBP,COUNTER3215,Israel,Branch,Personal,Yes
TRANS018697,CUST00086,2024-10-02,63380.43,Credit,JPY,COUNTER2685,Slovakia (Slovak Republic),Online,Business,Yes
TRANS018698,CUST00326,2024-01-04,67444.15,Transfer,EUR,COUNTER4047,Northern Mariana Islands,Online,Investment,Yes
TRANS018699,CUST00473,2024-09-26,90182.3,Transfer,EUR,COUNTER4418,Aruba,Branch,Investment,Yes
TRANS018700,CUST00231,2024-08-09,79361.91,Credit,USD,COUNTER1324,Georgia,Online,Personal,Yes
TRANS018701,CUST00041,2024-12-06,72813.51,Debit,GBP,COUNTER7772,Mauritania,Online,Business,Yes
TRANS018702,CUST00694,2024-10-27,3525.39,Transfer,USD,COUNTER6865,Togo,Online,Business,No
TRANS018703,CUST00677,2024-07-31,35070.21,Credit,GBP,COUNTER8936,Liberia,ATM,Business,Yes
TRANS018704,CUST00623,2024-02-20,95176.47,Transfer,JPY,COUNTER2568,Madagascar,Online,Investment,Yes
TRANS018705,CUST00017,2024-03-22,4072.16,Debit,GBP,COUNTER7389,Saint Helena,Branch,Personal,No
TRANS018706,CUST00256,2024-08-14,13538.49,Transfer,USD,COUNTER5896,Serbia,Online,Personal,Yes
TRANS018707,CUST00058,2024-07-15,5239.76,Credit,USD,COUNTER6961,New Caledonia,Online,Personal,No
TRANS018708,CUST00144,2024-04-20,42366.75,Credit,JPY,COUNTER7949,Wallis and Futuna,Branch,Investment,Yes
TRANS018709,CUST00337,2024-04-25,54348.51,Debit,JPY,COUNTER4279,Burundi,ATM,Personal,Yes
TRANS018710,CUST00820,2024-10-26,88242.06,Debit,GBP,COUNTER9902,Kuwait,ATM,Business,Yes
TRANS018711,CUST00765,2024-05-22,92263.66,Transfer,EUR,COUNTER8134,Sri Lanka,ATM,Business,Yes
TRANS018712,CUST00729,2024-03-07,36837.05,Transfer,EUR,COUNTER3938,Faroe Islands,Branch,Investment,Yes
TRANS018713,CUST00091,2024-09-01,55354.74,Debit,EUR,COUNTER2028,Guernsey,Branch,Personal,Yes
TRANS018714,CUST00991,2024-03-23,42798.92,Transfer,JPY,COUNTER3710,Kuwait,ATM,Personal,Yes
TRANS018715,CUST00757,2024-04-27,2185.5,Debit,JPY,COUNTER8748,Eritrea,Online,Investment,No
TRANS018716,CUST00880,2024-04-05,35053.41,Credit,EUR,COUNTER4840,Panama,ATM,Business,Yes
TRANS018717,CUST00921,2024-04-13,38653.34,Transfer,EUR,COUNTER3377,Sao Tome and Principe,ATM,Business,Yes
TRANS018718,CUST00316,2024-03-23,10034.05,Credit,JPY,COUNTER4447,Reunion,ATM,Investment,Yes
TRANS018719,CUST00335,2024-07-23,89304.19,Debit,JPY,COUNTER4266,North Macedonia,Online,Business,Yes
TRANS018720,CUST00973,2024-02-12,12019.8,Transfer,USD,COUNTER1039,Congo,Online,Personal,Yes
TRANS018721,CUST00208,2024-03-01,92344.56,Transfer,USD,COUNTER1848,Saint Martin,Online,Personal,Yes
TRANS018722,CUST00928,2024-12-07,28468.92,Debit,GBP,COUNTER8185,United Arab Emirates,ATM,Investment,Yes
TRANS018723,CUST00250,2024-06-26,85334.33,Credit,USD,COUNTER1017,Chad,ATM,Personal,Yes
TRANS018724,CUST00523,2024-03-14,80802.47,Transfer,EUR,COUNTER2415,Pitcairn Islands,ATM,Business,Yes
TRANS018725,CUST00657,2024-03-02,85092.59,Credit,GBP,COUNTER9988,Swaziland,Branch,Personal,Yes
TRANS018726,CUST00944,2024-10-01,53708.17,Credit,JPY,COUNTER2451,Austria,Branch,Personal,Yes
TRANS018727,CUST00230,2024-04-03,2961.28,Debit,GBP,COUNTER3301,Lao People's Democratic Republic,ATM,Investment,No
TRANS018728,CUST00795,2024-10-19,46064.28,Transfer,GBP,COUNTER6675,Svalbard & Jan Mayen Islands,Online,Business,Yes
TRANS018729,CUST00708,2024-11-06,87801.11,Credit,GBP,COUNTER4681,Turks and Caicos Islands,ATM,Personal,Yes
TRANS018730,CUST00262,2024-06-30,82221.54,Credit,USD,COUNTER9154,Tonga,Online,Personal,Yes
TRANS018731,CUST00718,2024-10-18,24439.19,Transfer,EUR,COUNTER9711,Russian Federation,ATM,Business,Yes
TRANS018732,CUST00626,2024-07-22,84568.69,Transfer,JPY,COUNTER4243,Turkmenistan,Branch,Business,Yes
TRANS018733,CUST00791,2024-07-04,89377.38,Credit,USD,COUNTER4976,Lebanon,Online,Investment,Yes
TRANS018734,CUST00180,2024-11-02,29551.48,Debit,USD,COUNTER8756,Azerbaijan,Branch,Investment,Yes
TRANS018735,CUST00054,2024-09-12,96222.53,Transfer,USD,COUNTER9862,Belgium,Online,Investment,Yes
TRANS018736,CUST00487,2024-03-12,21376.3,Debit,GBP,COUNTER3359,Senegal,Branch,Business,Yes
TRANS018737,CUST00846,2024-10-01,29987.95,Debit,EUR,COUNTER2635,Denmark,Online,Personal,Yes
TRANS018738,CUST00301,2024-11-08,66791.98,Transfer,GBP,COUNTER4620,Saint Vincent and the Grenadines,ATM,Investment,Yes
TRANS018739,CUST00519,2024-05-06,80487.51,Debit,EUR,COUNTER1874,Yemen,Online,Business,Yes
TRANS018740,CUST00018,2024-10-22,31381.4,Debit,JPY,COUNTER8544,Venezuela,ATM,Personal,Yes
TRANS018741,CUST00914,2024-02-19,35520.06,Debit,GBP,COUNTER8435,Saudi Arabia,Online,Personal,Yes
